route_id,route_short_name,route_display_name,route_corridor_name,service_type,is_special_route,ai_delay_risk,ai_recommended_action,ai_confidence_band,records,share_pct
161-203,161,161,161 - Brains Park / New Lynn,Bus,False,Low,No operational action required,Low action probability,4345,0.1302
161-203,161,161,161 - Brains Park / New Lynn,Bus,False,Medium,Monitor route conditions,Moderate action probability,1354,0.0406
162-202,162,162,162 - Henderson / New Lynn via Glendene,Bus,False,Low,No operational action required,Low action probability,8114,0.2431
162-202,162,162,162 - Henderson / New Lynn via Glendene,Bus,False,Medium,Monitor route conditions,Moderate action probability,6567,0.1967
170-203,170,170,170 - Titirangi South / New Lynn,Bus,False,Low,No operational action required,Low action probability,5844,0.1751
170-203,170,170,170 - Titirangi South / New Lynn,Bus,False,Medium,Monitor route conditions,Moderate action probability,184,0.0055
171-203,171,171,171 - Laingholm / New Lynn,Bus,False,Low,No operational action required,Low action probability,968,0.029
171-203,171,171,171 - Laingholm / New Lynn,Bus,False,Medium,Monitor route conditions,Moderate action probability,2973,0.0891
172-203,172,172,172 - Glen Eden / New Lynn via Titirangi,Bus,False,Low,No operational action required,Low action probability,10344,0.3099
172-203,172,172,172 - Glen Eden / New Lynn via Titirangi,Bus,False,Medium,Monitor route conditions,Moderate action probability,1459,0.0437
18-202,18,18,18 - City Centre / New Lynn Via Great North Rd,Bus,False,Low,No operational action required,Low action probability,15358,0.46
18-202,18,18,18 - City Centre / New Lynn Via Great North Rd,Bus,False,Medium,Monitor route conditions,Moderate action probability,28609,0.857
186-203,186,186,186 - South Lynn Loop,Bus,False,Low,No operational action required,Low action probability,5029,0.1506
186-203,186,186,186 - South Lynn Loop,Bus,False,Medium,Monitor route conditions,Moderate action probability,813,0.0244
191-203,191,191,191 - Lynfield / New Lynn Via Blockhouse Bay And Avondale,Bus,False,Low,No operational action required,Low action probability,2352,0.0705
