source,explainability_type,feature,importance,notes
XGBoost classifier,xgboost_feature_importance,route_corridor_name_396 - Waiuku / Pukekohe Interchange Via Kitchener Rd And Patumaho,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_501 - Kennedy Point / Matiatia Wharf,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_502 - Rocky Bay / Matiatia Wharf,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_50A - Onetangi (Seventh Ave) / Matiatia Wharf,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_64 - St Lukes / Newmarket Via Mt Eden,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_65 - Walker Park / Glen Innes,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_66 - Pt Chevalier Beach / Sylvia Park Via Mt Albert Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_67A - New Lynn / Otahuhu Via Onehunga,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_67B - New Lynn / Onehunga Only,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_70 - Botany / Britomart Via Panmure,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_711 - Howick / Panmure Via Cascades Road,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_712 - Bucklands Beach / Panmure,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,"route_corridor_name_72C - Botany And Howick / Panmure Via Chapel Rd, Cook St, And Pak",0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,"route_corridor_name_72M - Botany and Howick / Panmure via Millhouse Dr, Meadowland Dr",0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_72X - Botany And Howick / Britomart Express Via Panmure And Motor,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_733 - Botany / The Parade Via Highland Park,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_734 - Botany / Half Moon Bay Via Highland Park,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_735 - Botany / Half Moon Bay Via Cockle Bay And Howick,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_738 - Maraetai / Pine Harbour via Beachlands,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_739 - Maraetai And Beachlands / Botany Via Whitford And Ormiston,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_74 - Onehunga / Glen Innes Via Panmure,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_744 - Panmure / St Heliers Via Glen Innes,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_747 - Panmure / Glen Innes Via Stonefields,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_75 - Glen Innes / Wynyard Quarter Via Remuera Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_751 - Panmure / Newmarket Via Marua Rd And Remuera Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_755 - Benson Rd / Britomart Via Portland Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_76 - Britomart / Glen Innes Via Orakei,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_774 - West Tamaki Rd / Britomart Via Long Dr And Tamaki Dr,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_775 - Glendowie / Britomart Via Tamaki Dr,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_781 - Mission Bay / Museum Via Orakei,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_782 - Sylvia Park / Mission Bay Via Ellerslie And Meadowbank,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_783 - Eastern Bays Circuit Anticlockwise / Eastern Bays Circuit Clockwise,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_801 - Bayswater Wharf / Akoranga Station Via Takapuna,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_802 - Bayswater / City (Mayoral Dr),0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_805 - Devonport Wharf / Belmont Shops Via Ngataringa Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_807 - Devonport Wharf / Cheltenham Loop,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_814 - Akoranga Station / Devonport Wharf Via Takapuna,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_82 - Milford / Mayoral Dr Via Takapuna,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_83 - Massey University / Takapuna Via Browns Bay,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_842 - Crown Hill / Smales Farm Station Via East Coast Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_843 - Akoranga Station / Constellation Station Via Takapuna,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_845 - Milford / Takapuna Via North Shore Hospital,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_856 - Albany Station / Browns Bay,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_861 - Long Bay / Constellation Station Via Bush Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_865 - Browns Bay / Albany Station Via Oaktree Ave,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_866 - Albany Stn / Newmarket Via Ponsonby And Auckland Hospital,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_871 - Constellation Station / Takapuna Via Forrest Hill Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_878 - Browns Bay / Constellation Station Via and East Coast Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_883 - Schnapper Rock / Constellation Station,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_884 - Constellation Station / NHIE Loop Anticlockwise,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_885 - Constellation Station / NHIE Loop Clockwise,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_888 - Albany Heights Loop,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_889 - Albany Station / Constellation Station Via Hugh Green Dr,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_901 - Smales Farm / Constellation Station Via Wairau Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_902 - Kyle Road / Constellation Station,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_906 - Constellation / Smales Farm Via Windy Ridge And Archers Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_907 - Campbells Bay / Constellation Station Via Sunnynook Station,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_917 - Birkenhead Wharf / Albany Station Via Glenfield Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_923 - Akoranga Station / City (Mayoral Dr) Via Hillcrest,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_924 - Hillcrest / City (Mayoral Dr),0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_926 - Glenfield / Akoranga Station Via Hillcrest West,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_928 - Northcote Point / Smales Farm Stn Via North Shore Hospital,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_931 - Chatswood / University of Auckland Via Customs St,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_933 - Beach Haven Wharf / University of Auckland Via Customs St,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_939 - University of Auckland / Windy Ridge Via Customs St,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_94 - Beach Haven / Takapuna via Highbury And Northcote Shops,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_941 - Beach Haven / Takapuna Via Glenfield And Smales Farm Stn,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_95B - Bayview / Britomart (Lower Albert St),0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_95C - Constellation Station / Britomart (Albert St) Via Glenfield,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_966 - Beach Haven / Newmarket Via Ponsonby And Auckland Hospital,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_97B - Beach Haven / Britomart (Lower Albert St),0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_97R - Beach Haven / Britomart (Lower Albert St),0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_981 - Waiwera / Hibiscus Coast Station,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_982 - Gulf Harbour / Hibiscus Coast Station,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_983 - Gulf Harbour / Hibiscus Coast Station Via Vipond Rd,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_984 - Orewa / Hibiscus Coast Station Via Maygrove,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_985 - Orewa / Hibiscus Coast Station Via Millwater,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_986 - Hibiscus Coast Station / Albany Station Via Dairy Flat,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_988 - The Plaza / Gulf Harbour Ferry Via Army Bay,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_989 - Hibiscus Coast Station / Milldale Loop,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_996 - Algies Bay / Warkworth Via Snells Beach,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_997 - Warkworth / Omaha Via Matakana And Pt Wells,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_998 - Wellsford / Warkworth,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_999 - Warkworth Loop,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_AIR - Airport Link via Puhinui Station,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_DEV - Devonport / Downtown,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_EAST - Manukau 1 / Brit 1 Via Panmure,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_GULF - Gulf Harbour / Downtown,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_HMB - Half Moon Bay / Downtown Pier 5,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_MTIA - Waiheke Island 1 / Downtown Pier 11,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_NX2 - Hibiscus Coast Station / Auckland Universities,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_PINE - Pine Harbour / Downtown,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_RANG - Rangitoto Island / Downtown Pier 14,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_RBE - Manukau / Britomart Eastern Rail Bus (New),0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_RBO - Newmarket / Onehunga Onehunga Rail Bus,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_RBS - Britomart / Pukekohe Southern Rail Bus,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_RBW - Britomart / Swanson Western Rail Bus,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S002-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S005-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S006-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S006B-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S006C-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S007-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S007F-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S008-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S009A-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S010-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S011A-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S012-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S013-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S013A-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S015C-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S017-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S017F-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S018-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S026D-218,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S028-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S050B-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S060-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S061-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S064-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S070-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S071-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S403-203,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S412-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S413-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S418-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S420-221,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S434-221,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S510-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S514-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S542-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S544-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S546-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_S547-202,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_TMK - Glen Innes / Britomart Via St Heliers And Tamaki Dr,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_WX1 - City Centre / Northwest Via Motorway,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,route_corridor_name_infrequent_sklearn,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost classifier,xgboost_feature_importance,is_special_route_True,0.0,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_corridor_name_CTY - Wynyard Quarter / Karangahape Rd via Queen St,0.07145659625530243,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_CTY,0.033153049647808075,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_CTY-202,0.030290666967630386,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_83,0.02114563249051571,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_311,0.017734689638018608,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_309-203,0.01635049656033516,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,service_type_Train / Rail,0.015673095360398293,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_infrequent_sklearn,0.015410518273711205,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_OUT-202,0.015309307724237442,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_128-202,0.015297602862119675,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_corridor_name_WX1 - City Centre / Northwest Via Motorway,0.014969389885663986,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_128,0.014912375248968601,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_INN,0.014374746941030025,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_INN-202,0.014118638820946217,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_326,0.013888133689761162,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_311-203,0.013667103834450245,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_infrequent_sklearn,0.013618791475892067,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_326-203,0.01136283203959465,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_981,0.011034666560590267,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_14,0.009734446182847023,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_392,0.008910886012017727,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_966,0.008679566904902458,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_135-203,0.00867818109691143,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_856-203,0.008463704027235508,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_OUT,0.00815593171864748,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_309,0.007886799983680248,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_corridor_name_365 - Papakura Interchange / Manukau Bus Station Via Porchester,0.007807655725628138,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_807,0.007754524238407612,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_126-203,0.007716877851635218,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_83-203,0.007528296206146479,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_corridor_name_18 - City Centre / New Lynn Via Great North Rd,0.0074608707800507545,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_68-202,0.007325922604650259,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_18,0.007037743926048279,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_NX2-207,0.006826192606240511,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_33-203,0.006777164991945028,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_WX1-207,0.006700822152197361,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_377-203,0.006431888788938522,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_365-203,0.006393482442945242,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_501,0.006173484027385712,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_981-221,0.0058596134185791016,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_82-202,0.005828790366649628,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_376,0.005703692324459553,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_NX1-203,0.005674345418810844,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_966-203,0.00561176473274827,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,service_type_Bus,0.005449920892715454,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_106-202,0.005430910270661116,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_105-202,0.0053457776084542274,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_27H,0.00533199543133378,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_corridor_name_22R - Rosebank Rd / City Centre Via New North Rd,0.00523239653557539,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_376-203,0.0052245077677071095,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_392-203,0.00518549419939518,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_362,0.005098383408039808,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_14-202,0.005095660220831633,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_295-202,0.005002222955226898,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_27H-202,0.004966392181813717,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_888-203,0.004660893697291613,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_807-202,0.004626953974366188,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_923,0.00456529576331377,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_id_22R-202,0.0045275334268808365,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,"route_corridor_name_37 - Manurewa / Highbrook via Roscommon, Puhinui and Preston Rd",0.004517027176916599,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_502,0.004479415714740753,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_106,0.004455744754523039,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_NX1,0.004275399260222912,Model-native feature importance from the fitted XGBoost model.
XGBoost regressor,xgboost_feature_importance,route_display_name_377,0.004266096744686365,Model-native feature importance from the fitted XGBoost model.
