service_type,route_display_name,route_corridor_name,route_id,is_special_route,delay_risk,recommended_action,records,unique_trips,avg_delay_minutes,max_delay_minutes
Bus,395,395 - Waiuku / Papakura Interchange,395-203,false,Low,No operational action required,829,12,0.677,4.95
Bus,RBE,RBE - Manukau / Britomart Eastern Rail Bus (New),RBE-402,false,Medium,Monitor route conditions,819,76,6.336,14.733
Bus,143,143 - Ranui / Henderson via Sturges Rd,143-203,false,Medium,Monitor route conditions,814,71,4.709,14.933
Bus,65,65 - Walker Park / Glen Innes,65-202,false,High,Adjust service headway,779,69,6.938,24.833
Unknown / unmatched route,S547-202,S547-202,S547-202,true,Low,No operational action required,771,5,0.511,4.983
Bus,774,774 - West Tamaki Rd / Britomart Via Long Dr And Tamaki Dr,774-202,false,Medium,Monitor route conditions,771,23,-1.991,14.117
Bus,36,36 - Manukau / Onehunga via Mangere Town Centre,36-203,false,High,Adjust service headway,769,48,7.527,24.917
Bus,926,926 - Glenfield / Akoranga Station Via Hillcrest West,926-203,false,Medium,Monitor route conditions,766,63,1.129,14.983
Bus,363,363 - Manurewa Interchange / Wattle Downs Loop,363-203,false,Medium,Monitor route conditions,765,51,5.872,14.717
Bus,OUT,OUT - St Lukes / Newmarket Via Wellesley St,OUT-202,false,High,Adjust service headway,764,68,-10.987,24.633
Bus,67A,67A - New Lynn / Otahuhu Via Onehunga,67A-202,false,High,Adjust service headway,760,60,-4.962,24.567
Train / Rail,EAST,EAST - Manukau 1 / Brit 1 Via Panmure,EAST-201,false,Medium,Monitor route conditions,724,94,8.326,15.0
Bus,186,186 - South Lynn Loop,186-203,false,Medium,Monitor route conditions,718,42,-2.162,14.767
Bus,148,148 - Ranui / Lincoln Rd,148-203,false,Medium,Monitor route conditions,693,36,-4.705,9.217
Bus,309,309 - Mangere Town Centre / City Centre,309-203,false,Severe,Deploy standby bus or supervisor review,688,23,-26.198,40.617
Train / Rail,ONE,ONE - Newmarket 4 / Onehunga,ONE-201,false,Severe,Deploy standby bus or supervisor review,666,69,57.03,117.983
Bus,38,38 - Airport / Onehunga via Mangere Town Centre,38-203,false,High,Adjust service headway,659,58,16.799,24.883
Bus,352,352 - Manukau Bus Station / Panmure Via Flat Bush,352-205,false,High,Adjust service headway,653,30,-2.838,24.767
Unknown / unmatched route,S542-202,S542-202,S542-202,true,Low,No operational action required,644,4,-1.179,4.833
Bus,325,325 - Mangere Town Ctr / Manukau Station Via Otahuhu & Otara,325-203,false,High,Adjust service headway,642,50,12.036,25.0
Bus,13,13 - Te Atatu Peninsula Loop / Henderson,13-203,false,High,Adjust service headway,636,67,2.13,25.0
Unknown / unmatched route,S417-202,S417-202,S417-202,true,Low,No operational action required,636,4,0.837,4.95
Bus,27T,27T - Britomart / Three Kings Via Mt Eden Rd,27T-202,false,Medium,Monitor route conditions,634,9,-8.111,7.65
Bus,802,802 - Bayswater / City (Mayoral Dr),802-202,false,Medium,Monitor route conditions,630,11,-5.704,14.833
Bus,365,365 - Papakura Interchange / Manukau Bus Station Via Porchester,365-203,false,High,Adjust service headway,614,48,17.857,25.0
Bus,997,997 - Warkworth / Omaha Via Matakana And Pt Wells,997-203,false,Medium,Monitor route conditions,599,11,-6.389,14.0
Bus,885,885 - Constellation Station / NHIE Loop Clockwise,885-203,false,Medium,Monitor route conditions,599,15,-1.623,14.633
Train / Rail,STH,"STH - Brit 4 / Pukekohe 1 Via NKT 4, OHU 3, Papakura 1",STH-201,true,Severe,Deploy standby bus or supervisor review,593,74,40.725,85.617
Train / Rail,EAST,EAST - Manukau 1 / Brit 1 Via Panmure,EAST-201,false,Severe,Deploy standby bus or supervisor review,582,57,48.626,107.2
Unknown / unmatched route,S544-202,S544-202,S544-202,true,Low,No operational action required,579,4,-0.475,4.883
Unknown / unmatched route,S012-218,S012-218,S012-218,true,Low,No operational action required,576,2,0.027,4.817
Bus,884,884 - Constellation Station / NHIE Loop Anticlockwise,884-203,false,Medium,Monitor route conditions,572,18,-0.072,13.8
Bus,995,995 - Warkworth / Hibiscus Coast Station,995-203,false,Medium,Monitor route conditions,570,36,5.085,14.2
Unknown / unmatched route,S007F-203,S007F-203,S007F-203,true,Low,No operational action required,568,8,1.029,4.817
Unknown / unmatched route,S017F-203,S017F-203,S017F-203,true,Low,No operational action required,546,6,-0.445,5.0
Bus,72X,72X - Botany And Howick / Britomart Express Via Panmure And Motor,72X-205,false,High,Adjust service headway,542,24,1.423,24.917
Bus,39,39 - Manurewa Interchange / Otara / MIT Via Mahia Rd,39-203,false,Severe,Deploy standby bus or supervisor review,539,36,42.581,88.35
Unknown / unmatched route,S009A-218,S009A-218,S009A-218,true,Low,No operational action required,533,2,0.497,4.8
Unknown / unmatched route,S028-202,S028-202,S028-202,true,Low,No operational action required,531,4,0.793,4.533
Bus,32,32 - Mangere Town Centre / Sylvia Park via Otahuhu,32-203,false,High,Adjust service headway,524,78,18.53,24.967
Unknown / unmatched route,S010-218,S010-218,S010-218,true,Low,No operational action required,522,3,-0.455,4.95
Unknown / unmatched route,S510-202,S510-202,S510-202,true,Medium,Monitor route conditions,517,5,-4.591,13.583
Bus,806,806 - Devonport Wharf / Stanley Pt Loop,806-202,false,Medium,Monitor route conditions,517,43,6.493,14.6
Bus,12,12 - Henderson / Constellation Station,12-207,false,High,Adjust service headway,515,47,10.502,24.983
Unknown / unmatched route,S006C-203,S006C-203,S006C-203,true,Low,No operational action required,504,4,-0.504,4.95
Bus,14,14 - New Lynn / Lincoln Rd via Henderson,14-202,false,High,Adjust service headway,491,54,15.914,24.817
Unknown / unmatched route,S434-221,S434-221,S434-221,true,Low,No operational action required,491,4,-0.018,4.767
Unknown / unmatched route,S021-218,S021-218,S021-218,true,Low,No operational action required,487,2,-0.443,4.283
Unknown / unmatched route,S018-218,S018-218,S018-218,true,Low,No operational action required,487,2,-0.318,4.867
Train / Rail,WEST,WEST - Brit 2 / Swanson 1 Via Newmarket 1,WEST-201,false,High,Adjust service headway,486,58,19.654,24.833
Bus,856,856 - Albany Station / Browns Bay,856-203,false,High,Adjust service headway,484,45,17.26,24.85
Unknown / unmatched route,S005B-203,S005B-203,S005B-203,true,Low,No operational action required,482,8,0.327,4.85
Unknown / unmatched route,S013A-218,S013A-218,S013A-218,true,Low,No operational action required,482,2,-0.228,4.883
Unknown / unmatched route,S008-218,S008-218,S008-218,true,Low,No operational action required,480,2,0.786,5.0
Bus,984,984 - Orewa / Hibiscus Coast Station Via Maygrove,984-221,false,Medium,Monitor route conditions,479,26,4.597,14.7
Unknown / unmatched route,S510-202,S510-202,S510-202,true,Low,No operational action required,478,5,-0.291,4.9
Unknown / unmatched route,S017B-218,S017B-218,S017B-218,true,Low,No operational action required,472,2,-0.39,4.867
Unknown / unmatched route,S413-202,S413-202,S413-202,true,Low,No operational action required,470,4,-0.891,4.95
Unknown / unmatched route,S515-202,S515-202,S515-202,true,Low,No operational action required,469,3,-0.222,4.883
Bus,170,170 - Titirangi South / New Lynn,170-203,false,Medium,Monitor route conditions,468,58,1.498,13.133
Unknown / unmatched route,S501-202,S501-202,S501-202,true,Low,No operational action required,465,4,-2.1,4.05
Unknown / unmatched route,S418-202,S418-202,S418-202,true,Low,No operational action required,463,3,0.156,5.0
Unknown / unmatched route,S019-218,S019-218,S019-218,true,Low,No operational action required,462,2,-0.135,5.0
Bus,373,373 - Red Hill / Papakura Shops,373-203,false,Medium,Monitor route conditions,461,43,5.616,15.0
Bus,37,"37 - Manurewa / Highbrook via Roscommon, Puhinui and Preston Rd",37-203,false,High,Adjust service headway,458,48,18.111,24.883
Unknown / unmatched route,S514-202,S514-202,S514-202,true,Low,No operational action required,457,3,0.78,4.9
Unknown / unmatched route,S011A-218,S011A-218,S011A-218,true,Low,No operational action required,454,3,-0.01,4.25
Unknown / unmatched route,S071-203,S071-203,S071-203,true,Low,No operational action required,454,4,-1.116,4.617
Unknown / unmatched route,S438-218,S438-218,S438-218,true,Low,No operational action required,448,2,-0.929,4.3
Unknown / unmatched route,S005-218,S005-218,S005-218,true,Low,No operational action required,444,2,0.358,4.933
Unknown / unmatched route,S014A-218,S014A-218,S014A-218,true,Low,No operational action required,432,2,0.862,4.5
Bus,309X,309X - Stop E The Civic / Mangere,309X-203,false,Medium,Monitor route conditions,427,4,-4.496,13.883
Unknown / unmatched route,S020A-218,S020A-218,S020A-218,true,Low,No operational action required,426,2,-0.131,4.617
Bus,321,321 - Middlemore Station / Britomart Via Greenlane Hospital,321-202,false,High,Adjust service headway,424,22,-4.935,24.883
Unknown / unmatched route,S050B-203,S050B-203,S050B-203,true,Medium,Monitor route conditions,422,5,-5.59,12.2
Unknown / unmatched route,S015C-202,S015C-202,S015C-202,true,Low,No operational action required,415,5,-0.147,4.933
Ferry,MTIA,MTIA - Waiheke Island 1 / Downtown Pier 11,MTIA-209,false,Medium,Monitor route conditions,414,14,11.991,15.0
Unknown / unmatched route,S040-221,S040-221,S040-221,true,Low,No operational action required,414,3,1.242,4.967
Unknown / unmatched route,S050B-203,S050B-203,S050B-203,true,Low,No operational action required,414,5,-1.125,4.967
Bus,161,161 - Brains Park / New Lynn,161-203,false,Medium,Monitor route conditions,413,39,-3.37,10.867
Unknown / unmatched route,S006-218,S006-218,S006-218,true,Low,No operational action required,412,2,0.201,4.95
Bus,393,393 - Pukekohe South Loop,393-203,false,Medium,Monitor route conditions,406,39,6.769,14.9
Bus,814,814 - Akoranga Station / Devonport Wharf Via Takapuna,814-202,false,High,Adjust service headway,406,30,18.121,24.983
Bus,30,30 - Onehunga / City Centre Via Manukau Rd,30-202,false,High,Adjust service headway,405,39,-3.858,23.0
Unknown / unmatched route,S002-218,S002-218,S002-218,true,Low,No operational action required,403,2,-0.163,4.85
Unknown / unmatched route,S016E-203,S016E-203,S016E-203,true,Low,No operational action required,402,4,-0.823,4.683
Unknown / unmatched route,S017F-203,S017F-203,S017F-203,true,Medium,Monitor route conditions,400,6,-5.191,14.117
Bus,145,145 - Lincoln Rd / Henderson Via Western H,145-203,false,High,Adjust service headway,396,21,18.286,24.883
Unknown / unmatched route,S053A-203,S053A-203,S053A-203,true,Low,No operational action required,396,3,-1.396,4.6
Bus,70,70 - Botany / Britomart Via Panmure,70-205,false,Severe,Deploy standby bus or supervisor review,395,49,35.537,104.217
Unknown / unmatched route,S546-202,S546-202,S546-202,true,Low,No operational action required,393,3,-0.145,4.867
Unknown / unmatched route,S007-218,S007-218,S007-218,true,Low,No operational action required,392,2,-0.67,3.433
Unknown / unmatched route,S061-203,S061-203,S061-203,true,Medium,Monitor route conditions,390,3,-5.505,14.85
Bus,865,865 - Browns Bay / Albany Station Via Oaktree Ave,865-203,false,Medium,Monitor route conditions,386,42,7.498,14.95
Train / Rail,ONE,ONE - Newmarket 4 / Onehunga,ONE-201,false,Medium,Monitor route conditions,377,48,8.884,14.3
Bus,391,391 - Pukekohe Northeast Loop / Pukekohe Northeast loop,391-203,false,Medium,Monitor route conditions,376,35,6.441,13.867
Unknown / unmatched route,S022A-218,S022A-218,S022A-218,true,Low,No operational action required,375,3,-1.658,4.617
Unknown / unmatched route,S413-202,S413-202,S413-202,true,Medium,Monitor route conditions,373,4,-1.992,10.617
Unknown / unmatched route,S019A-218,S019A-218,S019A-218,true,Low,No operational action required,364,2,0.916,4.5
Unknown / unmatched route,S013-203,S013-203,S013-203,true,Low,No operational action required,363,3,0.934,4.983
Unknown / unmatched route,S031B-203,S031B-203,S031B-203,true,Low,No operational action required,362,2,-0.661,4.983
Bus,986,986 - Hibiscus Coast Station / Albany Station Via Dairy Flat,986-221,false,Medium,Monitor route conditions,359,22,2.506,14.933
Bus,311,311 - Otahuhu Station / Otahuhu Station via Mangere Bridge,311-203,false,High,Adjust service headway,358,26,-6.986,24.983
Unknown / unmatched route,S427-221,S427-221,S427-221,true,Low,No operational action required,356,2,0.126,4.85
Unknown / unmatched route,S412-202,S412-202,S412-202,true,Low,No operational action required,351,2,-0.328,4.95
Unknown / unmatched route,S813-202,S813-202,S813-202,true,Low,No operational action required,349,3,-0.997,4.8
Unknown / unmatched route,S072D-203,S072D-203,S072D-203,true,Low,No operational action required,349,3,0.742,4.967
Unknown / unmatched route,S060-203,S060-203,S060-203,true,Low,No operational action required,348,3,-1.524,4.7
Unknown / unmatched route,S012A-203,S012A-203,S012A-203,true,Low,No operational action required,348,2,-1.542,4.617
Unknown / unmatched route,S441-205,S441-205,S441-205,true,Low,No operational action required,344,2,-0.438,4.6
Bus,395,395 - Waiuku / Papakura Interchange,395-203,false,Medium,Monitor route conditions,342,10,2.533,14.967
Bus,135,135 - Te Atatu (Totara Rd) / Henderson,135-203,false,High,Adjust service headway,341,47,13.981,24.917
Unknown / unmatched route,S076A-203,S076A-203,S076A-203,true,Low,No operational action required,334,5,-0.16,4.767
Unknown / unmatched route,S079-203,S079-203,S079-203,true,Low,No operational action required,332,2,-1.329,4.9
Unknown / unmatched route,S025E-218,S025E-218,S025E-218,true,Low,No operational action required,332,2,-0.129,4.967
Unknown / unmatched route,S426-221,S426-221,S426-221,true,Low,No operational action required,326,2,1.347,5.0
Unknown / unmatched route,S087-202,S087-202,S087-202,true,Low,No operational action required,325,2,0.055,4.95
Bus,253,253 - Blockhouse Bay / Civic Centre Via Dominion Rd,253-202,false,Medium,Monitor route conditions,325,8,-4.236,12.917
Bus,355,355 - Botany / Manukau Bus Station Via Mission Heights & Ormiston,355-205,false,High,Adjust service headway,324,33,15.438,23.75
Unknown / unmatched route,S093-217,S093-217,S093-217,true,Low,No operational action required,324,1,0.226,3.6
Unknown / unmatched route,S540-202,S540-202,S540-202,true,High,Adjust service headway,323,2,-17.397,-15.267
Unknown / unmatched route,S414-202,S414-202,S414-202,true,Low,No operational action required,322,2,-0.589,4.933
Bus,309X,309X - Stop E The Civic / Mangere,309X-203,false,Low,No operational action required,322,4,0.151,4.9
Unknown / unmatched route,S006B-203,S006B-203,S006B-203,true,Medium,Monitor route conditions,319,2,-6.104,14.65
Unknown / unmatched route,S032A-203,S032A-203,S032A-203,true,Low,No operational action required,318,2,0.793,4.917
Unknown / unmatched route,S401-205,S401-205,S401-205,true,Low,No operational action required,316,2,0.045,4.933
Unknown / unmatched route,S017-202,S017-202,S017-202,true,Low,No operational action required,314,3,0.401,5.0
Train / Rail,STH,"STH - Brit 4 / Pukekohe 1 Via NKT 4, OHU 3, Papakura 1",STH-201,true,High,Adjust service headway,314,78,16.732,25.0
Unknown / unmatched route,S433-221,S433-221,S433-221,true,Low,No operational action required,313,2,-1.011,5.0
Unknown / unmatched route,S411-202,S411-202,S411-202,true,Low,No operational action required,312,2,-0.802,4.95
Unknown / unmatched route,S407-202,S407-202,S407-202,true,Low,No operational action required,310,2,-0.298,4.983
Bus,35,35 - Ormiston / Botany Via Chapel Rd,35-205,false,High,Adjust service headway,310,36,15.681,24.883
Unknown / unmatched route,S435-221,S435-221,S435-221,true,Low,No operational action required,309,2,-0.22,4.267
Bus,195,195 - New Lynn / City Centre Via Green Bay,195-203,false,High,Adjust service headway,308,33,4.306,24.033
Ferry,HOBS,HOBS - Beach Haven / Downtown Via Hobsonville Point,HOBS-209,false,Low,No operational action required,306,15,0.848,5.0
Bus,83,83 - Massey University / Takapuna Via Browns Bay,83-203,false,High,Adjust service headway,303,54,17.382,24.783
Bus,252,252 - Lynfield / Civic Centre Via Dominion Rd,252-202,false,Medium,Monitor route conditions,301,5,-5.647,10.167
Bus,31,31 - Mangere Town Centre / Botany Town Centre Via Otara,31-203,false,High,Adjust service headway,298,40,17.239,24.7
Unknown / unmatched route,S550-202,S550-202,S550-202,true,Low,No operational action required,295,2,-1.125,4.383
Unknown / unmatched route,S430-221,S430-221,S430-221,true,Low,No operational action required,294,2,-0.564,4.817
Unknown / unmatched route,S013-203,S013-203,S013-203,true,Medium,Monitor route conditions,294,3,1.393,14.0
Unknown / unmatched route,S520-202,S520-202,S520-202,true,Low,No operational action required,292,2,-0.053,4.967
Unknown / unmatched route,S060-203,S060-203,S060-203,true,Medium,Monitor route conditions,291,3,-8.132,10.133
Unknown / unmatched route,S082-202,S082-202,S082-202,true,Low,No operational action required,290,2,-3.074,2.567
Unknown / unmatched route,S054-202,S054-202,S054-202,true,Low,No operational action required,288,2,-0.745,5.0
Bus,981,981 - Waiwera / Hibiscus Coast Station,981-221,false,High,Adjust service headway,287,30,17.915,24.567
Bus,324,324 - Mangere Town Centre / Seaside Park Via Otahuhu,324-203,false,High,Adjust service headway,286,35,17.803,24.95
Unknown / unmatched route,S513-202,S513-202,S513-202,true,Low,No operational action required,285,2,0.888,4.483
Unknown / unmatched route,S026D-218,S026D-218,S026D-218,true,Low,No operational action required,285,3,0.983,4.95
Unknown / unmatched route,S511-202,S511-202,S511-202,true,Low,No operational action required,284,2,-0.942,3.8
Unknown / unmatched route,S440-205,S440-205,S440-205,true,Low,No operational action required,283,2,-0.85,4.9
Unknown / unmatched route,S419-202,S419-202,S419-202,true,Low,No operational action required,282,2,0.81,4.917
Unknown / unmatched route,S421-221,S421-221,S421-221,true,Low,No operational action required,280,2,0.831,4.983
Bus,998,998 - Wellsford / Warkworth,998-203,false,Medium,Monitor route conditions,280,28,3.744,14.417
Unknown / unmatched route,S025A-203,S025A-203,S025A-203,true,Medium,Monitor route conditions,278,4,-9.109,7.483
Unknown / unmatched route,S521-202,S521-202,S521-202,true,Low,No operational action required,278,2,-0.425,5.0
Bus,70H,70H - Britomart / Howick And Botany Via Ellerslie And Panmure,70H-205,false,Low,No operational action required,278,3,-1.361,4.717
Unknown / unmatched route,S442-205,S442-205,S442-205,true,Low,No operational action required,276,2,-0.109,5.0
Unknown / unmatched route,S056E-203,S056E-203,S056E-203,true,Medium,Monitor route conditions,276,4,-4.822,14.983
Unknown / unmatched route,S006A-203,S006A-203,S006A-203,true,Low,No operational action required,275,4,1.914,5.0
Unknown / unmatched route,S008C-203,S008C-203,S008C-203,true,Low,No operational action required,274,2,-0.101,4.65
Unknown / unmatched route,S402-202,S402-202,S402-202,true,Low,No operational action required,274,2,-0.311,4.883
Bus,22R,22R - Rosebank Rd / City Centre Via New North Rd,22R-202,false,High,Adjust service headway,273,39,-10.96,24.85
Unknown / unmatched route,S027-202,S027-202,S027-202,true,Low,No operational action required,272,2,-0.916,3.5
Unknown / unmatched route,S017-202,S017-202,S017-202,true,Medium,Monitor route conditions,272,3,0.967,13.317
Unknown / unmatched route,S006C-203,S006C-203,S006C-203,true,Medium,Monitor route conditions,271,4,-2.843,12.783
Bus,TMK,TMK - Glen Innes / Britomart Via St Heliers And Tamaki Dr,TMK-202,false,High,Adjust service headway,271,39,18.729,24.983
Unknown / unmatched route,S081A-202,S081A-202,S081A-202,true,Low,No operational action required,271,2,-0.128,4.85
Unknown / unmatched route,S060K-202,S060K-202,S060K-202,true,Low,No operational action required,269,2,0.876,4.983
Unknown / unmatched route,S022C-203,S022C-203,S022C-203,true,Low,No operational action required,268,3,-1.56,4.517
Bus,128,128 - Hibiscus Coast Station / Helensville,128-202,false,High,Adjust service headway,267,23,20.311,24.95
Bus,842,842 - Crown Hill / Smales Farm Station Via East Coast Rd,842-202,false,Medium,Monitor route conditions,266,9,-3.043,14.9
Train / Rail,EAST,EAST - Manukau 1 / Brit 1 Via Panmure,EAST-201,false,High,Adjust service headway,266,33,17.206,24.7
Unknown / unmatched route,S462-203,S462-203,S462-203,true,Low,No operational action required,266,2,1.318,4.85
Unknown / unmatched route,S523-202,S523-202,S523-202,true,Low,No operational action required,265,2,0.936,4.95
Unknown / unmatched route,S428-221,S428-221,S428-221,true,Low,No operational action required,263,2,0.257,4.767
Unknown / unmatched route,S028E-207,S028E-207,S028E-207,true,Medium,Monitor route conditions,261,2,-7.556,11.167
Unknown / unmatched route,S424-221,S424-221,S424-221,true,Low,No operational action required,261,2,1.737,4.767
Bus,67B,67B - New Lynn / Onehunga Only,67B-202,false,High,Adjust service headway,260,18,6.769,24.917
Unknown / unmatched route,S094-217,S094-217,S094-217,true,Low,No operational action required,259,2,1.561,4.883
Unknown / unmatched route,S073B-203,S073B-203,S073B-203,true,Low,No operational action required,258,2,1.303,4.967
Bus,22N,22N - New Lynn / City Centre Via New North Rd,22N-202,false,High,Adjust service headway,256,32,-6.309,23.65
Unknown / unmatched route,S431-221,S431-221,S431-221,true,Low,No operational action required,256,2,1.184,5.0
Bus,362,362 - Manukau Bus Station / Weymouth Via Great South Rd,362-203,false,High,Adjust service headway,255,33,18.553,24.917
Unknown / unmatched route,S405-203,S405-203,S405-203,true,Low,No operational action required,254,2,1.13,4.967
Bus,66,66 - Pt Chevalier Beach / Sylvia Park Via Mt Albert Rd,66-203,false,High,Adjust service headway,253,20,-7.059,24.5
Unknown / unmatched route,S074-203,S074-203,S074-203,true,Medium,Monitor route conditions,253,2,-8.649,9.3
Unknown / unmatched route,S078-203,S078-203,S078-203,true,Low,No operational action required,252,2,0.199,4.95
Unknown / unmatched route,S516-202,S516-202,S516-202,true,Low,No operational action required,252,2,-0.595,4.983
Bus,WX1,WX1 - City Centre / Northwest Via Motorway,WX1-207,false,High,Adjust service headway,252,35,4.085,24.417
Unknown / unmatched route,S088-217,S088-217,S088-217,true,Low,No operational action required,251,1,0.381,4.833
Unknown / unmatched route,S409-202,S409-202,S409-202,true,Low,No operational action required,250,2,0.375,4.967
Unknown / unmatched route,S029G-207,S029G-207,S029G-207,true,Low,No operational action required,245,3,2.58,5.0
Unknown / unmatched route,S525-202,S525-202,S525-202,true,Low,No operational action required,244,2,-0.406,4.45
Unknown / unmatched route,S027E-218,S027E-218,S027E-218,true,Low,No operational action required,243,5,0.303,4.983
Unknown / unmatched route,S505-202,S505-202,S505-202,true,Low,No operational action required,242,2,2.226,4.933
Unknown / unmatched route,S010B-202,S010B-202,S010B-202,true,Low,No operational action required,241,2,-0.416,4.883
Unknown / unmatched route,S415-205,S415-205,S415-205,true,Low,No operational action required,239,4,-1.453,4.817
Bus,966,966 - Beach Haven / Newmarket Via Ponsonby And Auckland Hospital,966-203,false,High,Adjust service headway,238,18,-7.496,23.983
Unknown / unmatched route,S061-203,S061-203,S061-203,true,Low,No operational action required,237,3,-0.963,4.95
Unknown / unmatched route,S031G-207,S031G-207,S031G-207,true,Low,No operational action required,237,2,-1.06,4.85
Unknown / unmatched route,S070-203,S070-203,S070-203,true,Medium,Monitor route conditions,236,2,-6.503,-5.117
Unknown / unmatched route,S033-203,S033-203,S033-203,true,Low,No operational action required,235,1,0.427,4.867
Unknown / unmatched route,S444-205,S444-205,S444-205,true,Low,No operational action required,235,2,0.565,4.983
Bus,36,36 - Manukau / Onehunga via Mangere Town Centre,36-203,false,Severe,Deploy standby bus or supervisor review,234,24,36.71,111.2
Unknown / unmatched route,S443-205,S443-205,S443-205,true,Low,No operational action required,234,2,-1.639,4.3
Unknown / unmatched route,S423-221,S423-221,S423-221,true,Low,No operational action required,233,2,-1.081,4.717
Unknown / unmatched route,S456-203,S456-203,S456-203,true,Low,No operational action required,233,4,1.226,4.633
Unknown / unmatched route,S436-221,S436-221,S436-221,true,Low,No operational action required,231,2,-0.354,3.6
Unknown / unmatched route,S028A-218,S028A-218,S028A-218,true,Low,No operational action required,230,2,-0.417,4.767
Unknown / unmatched route,S545-202,S545-202,S545-202,true,Low,No operational action required,230,2,-0.183,4.383
Unknown / unmatched route,S524-202,S524-202,S524-202,true,Low,No operational action required,229,2,-0.172,4.933
Unknown / unmatched route,S048-203,S048-203,S048-203,true,Low,No operational action required,229,2,0.155,4.25
Unknown / unmatched route,S516-202,S516-202,S516-202,true,Medium,Monitor route conditions,228,2,1.707,13.75
Unknown / unmatched route,S053F-203,S053F-203,S053F-203,true,Low,No operational action required,228,4,-0.448,4.833
Unknown / unmatched route,S400-205,S400-205,S400-205,true,Low,No operational action required,228,2,-1.181,4.483
Unknown / unmatched route,S500-202,S500-202,S500-202,true,Medium,Monitor route conditions,224,2,-6.919,5.283
Unknown / unmatched route,S042-203,S042-203,S042-203,true,Low,No operational action required,223,2,0.175,5.0
Bus,712,712 - Bucklands Beach / Panmure,712-221,false,High,Adjust service headway,222,17,18.257,24.7
Unknown / unmatched route,S027E-218,S027E-218,S027E-218,true,Medium,Monitor route conditions,221,5,-7.678,14.967
Bus,982,982 - Gulf Harbour / Hibiscus Coast Station,982-221,false,High,Adjust service headway,221,26,18.59,24.15
Bus,95B,95B - Bayview / Britomart (Lower Albert St),95B-203,false,High,Adjust service headway,220,21,17.371,23.95
Unknown / unmatched route,S046X-221,S046X-221,S046X-221,true,Low,No operational action required,219,1,-0.532,4.283
Unknown / unmatched route,S523-202,S523-202,S523-202,true,Medium,Monitor route conditions,219,2,-0.411,13.617
Bus,351,351 - Botany / Otahuhu Station Via Highbrook,351-205,false,High,Adjust service headway,218,20,17.312,24.767
Bus,116,116 - West Hills Loop,116-203,false,Medium,Monitor route conditions,218,15,7.409,13.3
Unknown / unmatched route,S073H-203,S073H-203,S073H-203,true,Low,No operational action required,217,2,0.74,4.967
Unknown / unmatched route,S410-205,S410-205,S410-205,true,Low,No operational action required,217,2,-1.395,3.683
Unknown / unmatched route,S009-203,S009-203,S009-203,true,Medium,Monitor route conditions,215,2,-4.769,14.267
Unknown / unmatched route,S074D-203,S074D-203,S074D-203,true,Severe,Deploy standby bus or supervisor review,215,2,-29.704,-26.567
Bus,74,74 - Onehunga / Glen Innes Via Panmure,74-221,false,High,Adjust service headway,215,28,17.916,24.633
Unknown / unmatched route,S549-202,S549-202,S549-202,true,Low,No operational action required,213,2,0.685,4.083
Unknown / unmatched route,S403-203,S403-203,S403-203,true,Medium,Monitor route conditions,210,4,-9.25,10.633
Bus,AIR,AIR - Airport Link via Puhinui Station,AIR-203,false,High,Adjust service headway,209,44,14.376,25.0
Unknown / unmatched route,S406-203,S406-203,S406-203,true,Low,No operational action required,209,2,-0.166,4.7
Unknown / unmatched route,S047C-221,S047C-221,S047C-221,true,Low,No operational action required,208,1,-0.48,4.7
Unknown / unmatched route,S032-203,S032-203,S032-203,true,Low,No operational action required,208,1,0.097,3.817
Unknown / unmatched route,S002A-203,S002A-203,S002A-203,true,Low,No operational action required,207,1,-2.408,3.917
Unknown / unmatched route,S006-218,S006-218,S006-218,true,Medium,Monitor route conditions,207,2,9.342,14.7
Unknown / unmatched route,S425-221,S425-221,S425-221,true,Medium,Monitor route conditions,205,2,7.073,14.067
Unknown / unmatched route,S522N-202,S522N-202,S522N-202,true,Low,No operational action required,205,2,0.106,4.85
Unknown / unmatched route,S522N-202,S522N-202,S522N-202,true,Medium,Monitor route conditions,204,2,1.517,14.45
Unknown / unmatched route,S416-205,S416-205,S416-205,true,Low,No operational action required,204,3,-1.107,4.483
Unknown / unmatched route,S522G-221,S522G-221,S522G-221,true,Low,No operational action required,204,2,-1.319,4.85
Unknown / unmatched route,S083-202,S083-202,S083-202,true,Low,No operational action required,202,2,-0.01,4.883
Bus,32,32 - Mangere Town Centre / Sylvia Park via Otahuhu,32-203,false,Severe,Deploy standby bus or supervisor review,202,22,36.046,78.533
Unknown / unmatched route,S010A-203,S010A-203,S010A-203,true,Low,No operational action required,202,1,1.739,4.817
Unknown / unmatched route,S008A-203,S008A-203,S008A-203,true,Low,No operational action required,201,2,-1.492,4.083
Unknown / unmatched route,S408-202,S408-202,S408-202,true,Medium,Monitor route conditions,200,2,8.443,14.367
Unknown / unmatched route,S064-203,S064-203,S064-203,true,Medium,Monitor route conditions,200,2,-4.842,14.95
Unknown / unmatched route,S062-203,S062-203,S062-203,true,Low,No operational action required,199,2,2.464,4.967
Bus,353,353 - Manukau Bus Station / Botany Town Centre Via Preston Rd,353-205,false,High,Adjust service headway,199,16,5.758,24.567
Bus,783,783 - Eastern Bays Circuit Anticlockwise / Eastern Bays Circuit Clockwise,783-221,false,High,Adjust service headway,198,8,17.532,21.867
